Country,State,City,Coordinates,Descriptions,Havens count,Place type,image
USA,Louisiana,,,"With sunbaked crawfish boils, music festivals, and nights out on Bourbon Street, the home of Mardi Gras serves up excitement as fast as it does its beignets. Dare to dream through gold-colored glasses..",250+ Havens,3 Top Destinations,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL1FqWVRUbjNUOU9vY0VoX3c4X3lQTGcvVEJ0SjR2MGc1NjFJWUR6b25yVGFINFRQVkIyNGdmWWhYMUhpMTVTM2ZkZ1ZxUzlDQ0M2MkJ2QnY2ME16cGtJelhYOWdxSEkyQ1VLbVpHMWtBT2o2a3E3Tm5EeENxTmhYLUt2dDZTYVE3NTlDSzRmSEJCdC02ZDVKZ09xb1pNYXkvMlZueDlBZzJsWWxac1h6bXRnMDNKM1Y0aFdheTNjOHdNaGRuaUltc2c5Zw=="
USA,Louisiana,Baton Rouge,"30.4515° N, 91.1871° W","Experience the vibrant charm of Baton Rouge, Louisiana. Discover rich history, cultural gems, tantalizing cuisine, and a lively music scene in this captivating southern city",10+ Havens,Top Destination,
USA,Louisiana,Grand Isle,"29.2460° N, 89.9667° W","Escape to the captivating Grand Isle, Louisiana. With its pristine beaches, abundant wildlife, and charming coastal atmosphere, this island paradise beckons for relaxation and adventure.",25+ Havens,Top Destination,
USA,Louisiana,New Orleans,"29.9511° N, 90.0715° W","Immerse yourself in the soulful rhythm of New Orleans, a city of vibrant culture, legendary cuisine, and lively music. Explore the historic French Quarter, iconic festivals, and the magic of the Big Easy...",250+ Havens,Top Destination,/images/New Orleans.jpg
USA,Maine,,,"Standout eats like wild blueberries and succulent lobster epitomize Maine’s renowned local cuisine. From cabins along Bar Harbor’s jagged coastline to creative digs in Portland, discover the Pine Tree State’s allure…",1000+ Havens,3 Top Destinations,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL2VKLXFkMkpnSVVhekdXeTljejYwWFEvb2RTWmtXM08xTkxkODRhajFOMWc5Z3JaSElPblo2TUhkZjlEN1MtYWs5RzZxczh5SV84R1d2ekI0eU1RU25QYV85QjM4b09EZERLREVWajg4Y2FhS1dJQ1Ixd0wyUjI4azRJU010T1lWWG8vc29TTmRpa19VTUVKZWlhbllWbllMdXJ5OUU1ZE5sYUFMUnZEZm9QZmthWQ=="
USA,Maine,Boothbay Harbor,"43.8544° N, 69.6339° W","Discover a picturesque seaside town, experience quintessential coastal charm, and embark on unforgettable whale-watching adventures…",50+ Havens,Top Destination,
USA,Maine,Kennebunkport,"43.3616° N, 70.4762° W","Wander through historic streets, admire stunning mansions, and savor the charm and beauty of this coastal New England gem…",50+ Havens,Top Destination,
USA,Maine,Portland,"43.6615° N, 70.2553° W","Explore a vibrant culinary scene, visit iconic lighthouses, and immerse in the arts and culture of Maine's largest city…",25+ Havens,Top Destination,
USA,Maryland,,,"With Ocean City’s beach scene and Chesapeake Bay’s succulent blue crab, Maryland’s coast is a treasure. For urban nomads, the cheers of Camden Yards and the historic streets of Annapolis await…",1000+ Havens,3 Top Destinations,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3M4ZHEyenNKb19NY01rRTItMmNrcFEvOUlfR1ZiRXR1VXVKZVhoZ3lvdXFMRm51c1k1RlZzYnY4bTlBU09Qb1pmOGJCUG9YS2hHUGY3RWdlRnpzUU1yX0wweHZfRUdhTnp3Qmx6bW95WXIteUhWYy1WMS1pc3FYVlNvSWtLVWtJN28vUEprM1hsRkNqcTNXWHQtXzg1QUN3d29CbjJJLUhWQnVHZVg3VW4yV2h0aw=="
USA,Maryland,Annapolis,"38.9784° N, 76.4922° W","Explore Maryland's historic capital, stroll charming streets, and immerse in a vibrant maritime culture on the Chesapeake Bay…",25+ Havens,Top Destination,
USA,Maryland,Baltimore,"39.2904° N, 76.6122° W","Discover Charm City's rich history, visit the bustling Inner Harbor, and savor delicious seafood and diverse cultural attractions…",10+ Havens,Top Destination,
USA,Maryland,Ocean City (MD),"38.3365° N, 75.0849° W","Unwind on sun-soaked beaches, enjoy lively entertainment, and indulge in classic boardwalk fun at this iconic seaside destination…",500+ Havens,Top Destination,
USA,Massachusetts,,,"From Plymouth Rock & Salem’s witch trials to Paul Revere & the Boston Tea Party, Massachusetts is steeped in history. Find your path on the Freedom Trail or hiking the lush Berkshires...",2000+ Havens,5 Top Destinations,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3VkSUpLNmEzVHZObDM3aWZUalZsd1EvcU0zLWtQWGFtMUExa2xMUDBSbTFFYVpFcHZ2R090d1FLRGJMcVFnRGJJb1ZidDl3TzhsLXQ0dTh3dGhLQ3JnaG9RT1dLRGdIRTZLOHpmb2tHRTZ0S1lKbUduYU9ZZ3Q2Zm9XN04wMUFDZ29wM0RrT2g0OG5IandBM1dIeE1zSncvdXZHdXhLVWlSRHFwMVFpa2FXNGl0ZDkxZXZHTF8tS2Y1cl9BRmpNdGZJVQ=="
USA,Massachusetts,Boston,"42.3601° N, 71.0589° W","Steeped in Revolution-era history, Boston’s storied past is felt in every brick townhouse and colonial landmark. Eat cannolis at an Italian bakery, tour revered universities, or cheer on the Red Sox at Fenway...",50+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3ZaZmZsbmwwLU5xNDNPeU10cXFtQkEveVBtdFJsOU1XUjhvcHlSYXF6N2hmZHJTNmQzdnF0ZTJUVUlFcFMzcXFjdko3d0pEakpLc0FleVh6Z1N2WXVlWWlMOEQtZVhyUmFOU0FfQXFZQW5PS0NneDExZmtUbF9LSFI1b0ZMV0E3d1UvQzRfb0JGWkQySi1YM0VRZGFqbXVBTHpaQnE1ODB4eUZ6cHBmWWtwaXJjaw=="
USA,Massachusetts,Cape Cod,"41.6688° N, 70.2961° W","Home to the Mayflower’s first landing sight, Cape Cod is steeped in history. Wander weathered fishing villages, relish clams in seaside shacks, and take time to bask on the sunny Atlantic beaches…",500+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL1hROG5aUmV1dlQ4aFJ4bW9BRkVxRWcveTRyTVBPTFF6STlRMEtqTVhPaGxQRUpPWmZBcWFyUkN0UVdnZGV1YUdPQms2RURib2xtTUJybmVOR3N6Y1EwUW5ZdTdJc3kwemZlanFKZWdiY1pfOGRNdDBqSS1OcjFoRzQtelFNRzNoM3cvWEM1cXJkQ1Jwd0tNZ2RqU2tkcVBKNkxVOUVsR2N2cl9XYUUtRmxUNWZiTQ=="
USA,Massachusetts,Martha’s Vineyard,"41.3800° N, 70.6455° W","From low-key Chilmark to bustling Oak Bluffs, the Vineyard is a dream getaway. Imagine shingled cottages with flower-laden fences, rugged cliffs with stoic lighthouses & sunny swaths of white-turquoise coasts…",250+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL2ZlcGJjN282Ymp0Zmx6YURYMzZ6TEEvZmVDNEFkVnFQM2lMeVFfdGQ0NWpqRUp4Q3l3TTBxX3B4VGRadUxMMk1PeEpwWWVxS3BRa0RfNHVVQUZiWnRTeGxSSFpKX2N5Q01aNWYtTy1tQzZvR1dNSVVmUl9LUlBTdEhPdEVtT0tIZ0xINXVhY1BiSkxnR3pSREFkMVBweUgvQlRXc0N0RVB1RTVIdE8walhET2M5YzhqN2RaV24yNVMxRjAyN0p2WGlwZw=="
USA,Massachusetts,Nantucket,"41.2835° N, 70.0995° W","This picture-perfect refuge is known for shingled waterfront homes, whale tales, and idyllic lighthouses. Peruse the boutique shops along downtown’s cobbled streets, or devour fried clams on the wharf…",1000+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL0lQYmpFS3FyU1hzLXdKNHpEZTlSMkEvOFlFY0NMT212TlpTNUJ1V3RUdE1Rc0lKS3k2RldtSmNaUk5QbzROQUhLZGxpa1Fzd1VXNzlVRlZCUlItQlR3MVB4bGdmdUxWejVSNG13Y3dnMUEzUTNoSGw5SGJSaGFJc2l4YUlXUTBMVWRjNXl1LTlPWUZyci1naGdYWDd4NXEvWEY2TGNBUWV1S0pjd2tzckFJU2tfaV9pclFtQ2Q5WUpJNWFubkZpLVAwOA=="
USA,Massachusetts,Plymouth,"41.9584° N, 70.6673° W","“America’s Hometown” is anchored in New England appeal. The seaside is an idyllic backdrop to tour a 17th-century English village, admire waves of red during cranberry season, and view Plymouth Rock...",10+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL2NIaU55dzN3NWE2eHJaTGs4dHl3UmcvWHJuaG5oc1hyQ2hTVE5PcVFuYTFwWWFobUgzd1dIeUlhQmJiWXRtZExXbEZUYUg0VVN6OHg5cEhnOGRjcHJHVUdoeFB2dm9UeVg0ajRXWWlMVXlHTF92MGt1U2stWWl5ak4wdXBSVUpBNXcvT2JaVnVVTS1FQ294ZE4zbUZfSG9CSkNCTE9IeXBsNzhBZDAyZ1F3TEtkQQ=="
USA,Michigan,,,"From the European energy of Charlevoix to Motor City’s quintessentially American feel, Michigan appeals to all travelers. Find your haven in the Great Lakes State, and let your mind wander….",1000+ Havens,4 Top Destinations,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3hsQzBhb0NCeUMtTzNncDk3b3NvUGcvMElMeGVGUXhaZHZIWWltOWdGOG5NNmlZVDdyRTRXS0dqeG00UlE3dFJHcUNvLWZDTGd0a0g0M09la1lneWxjRE9aNDhvTVFtUGJWendXN00tUWYxV04xcTc4Z1dWNGE3bVM5cTZEVlU5blEveU5XVk5SbXluU0k2dHRmWkFaZHAxd3RpN0VzMVhOMVA3bFZsQ1hYM0FfNA=="
USA,Michigan,Detroit,"42.3314° N, 83.0458° W","Experience Detroit's resurgence, a city blending its rich automotive history with a vibrant arts scene, innovative dining, and iconic architecture. Discover the Motor City's spirit...",25+ Havens,Top Destination,/images/Detroit.jpg
USA,Michigan,Harbor Springs,"45.4289° N, 84.9918° W","Unwind in the charming lakeside town of Harbor Springs, offering picturesque views, vibrant local culture, and year-round recreation. Enjoy sailing, golfing, and cozy winter retreats...",,Top Destination,
USA,Michigan,Saugatuck,"42.6556° N, 86.2010° W","Escape to Saugatuck, an artistic haven nestled along Lake Michigan's shoreline. Discover pristine beaches, eclectic galleries, and a welcoming community in this charming coastal town...",50+ Havens,Top Destination,
USA,Michigan,South Haven,"42.4031° N, 86.2736° W","Relax in South Haven, a picturesque lakeside town boasting sandy beaches, historic lighthouses, and a lively harbor. Embrace the beauty of Lake Michigan's shoreline...",50+ Havens,Top Destination,
USA,Minnesota,,,"Minnesota may be known as the Land of 10,000 lakes, but Saint Paul’s historic sightseeing and Minneapolis’ football mavens prove that this state is rife with adventure. Find your haven and explore the outdoors…",150+ Havens,3 Top Destinations,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL2ZFakhDMWd3dEE3c3JtMzFtTXN3dVEvd3NQTDFqZXBoaS1tYkFvaGZZc3h3Z1RDa3IyOHE1dmp3U2FIZG5Ud0NFMVNBXzYyR3IzV2JDWWJtdGJpU3prR2pQVno3d0REWms4VkVmQmFmWXM5OWhKelZ3eUJNMF9tX1BvS3RGazgxaDgvRm82WEoydHNDcFJ1Smw5SUZQQ0h1SXBkRGpzYkFNS05pSkNLTkF5QTNnOA=="
USA,Minnesota,Central Minnesota,"46.7296° N, 94.6859° W","Immerse yourself in Central Minnesota's natural beauty, with sparkling lakes, lush forests, and charming small towns. Explore outdoor recreation, cultural attractions, and a welcoming Midwestern spirit...",50+ Havens,Top Destination,
USA,Minnesota,North Shore,"47.6859° N, 91.6989° W","Discover the breathtaking beauty of Minnesota's North Shore, where Lake Superior's rugged coastline meets pristine forests and historic lighthouses. Enjoy endless outdoor adventures and scenic drives...",10+ Havens,Top Destination,
USA,Minnesota,Twin Cities,"44.9778° N, 93.2650° W","Experience the dynamic energy of the Twin Cities, a vibrant blend of arts, culture, and outdoor recreation. Explore Minneapolis' thriving food scene and St. Paul's historic charm...",25+ Havens,Top Destination,
USA,Mississippi,,,"The birthplace of Elvis and the blues, musical roots run deep in Mississippi. Check out the B.B. King Museum before exploring Vicksburg’s past. From the Delta to Tupelo, the Magnolia State is sure to charm…",50+ Havens,3 Top Destinations,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL0dCRUM2WGtyanZZN1JXYVg4V082ZncvYVRfbzhvNkRtdFJ2NVFnczRGMk9YTk9BZXFBWEpNUkVTLS1nN1Z6ZERJcjF0OG53dXRwLW1aM3lmaUgybDd5bEpVOUVtR0RNQ3BpUER3SnBkUkhyaUJJc1lBUlRweXNELVY3SVd0ZEVGT2pJNE1yVS1DcGY1UzBzN2ZNRkc1ZlMvSU45ZEIwSVVWT0JFVHl6blVDYTdDYjlDQlRhc1ZrQXViZFRYczFZS2lDSQ=="
USA,Mississippi,Gulf Coast (MS),"30.3859° N, 88.6114° W","Experience sun-kissed beaches, savor delectable seafood, and explore a rich coastal heritage along the Mississippi Gulf Coast…",50+ Havens,Top Destination,
USA,Mississippi,Oxford,"34.3665° N, 89.5192° W","Delve into Southern charm, visit the iconic University of Mississippi, and immerse in a city renowned for its literary history…",,Top Destination,
USA,Mississippi,Vicksburg,"32.3526° N, 90.8779° W","Discover a historic Civil War battleground, visit the Flood Wall Murals, explore the mighty Mississippi River, and fill up on Southern homestyle cooking..",5+ Havens,Top Destination,
USA,Missouri,,,"The Gateway to the West greets you with the iconic Arch in St. Louis, where tasty ribs are on every menu. See a show in flashy Branson, relish views in Mark Twain National Forest, or cruise the Lake of the Ozarks...",1000+ Havens,4 Top Destinations,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL0d6cERHZURGcEo0RVcyeUxjZUYzTkEvS0t1VjlTWlozOGFwdC15LURLakFWakJRZVY5UGJ1VXZ2Q1kwNDUzbkwwdHFoOU1MWjYzUnltbUhBX2Z2bkRyQ19MaEptMTVjMm9XaV96TUUwZTljb0tPVjVmV1RnQ25PdUkxRV9uNzZkLU0vaDVISU5Kb1BRUEIwM09ZMmxjRFNqbGRhWTEzN3Y5OExVZnJiVUFDY2tpcw=="
USA,Missouri,Branson,"36.6437° N, 93.2185° W","Delight in Branson's lively entertainment scene, a family-friendly destination with world-class shows, thrilling attractions, and the natural beauty of the Ozarks...",150+ Havens,Top Destination,
USA,Missouri,Kansas City (MO),"39.0997° N, 94.5786° W","Savor the flavors of Kansas City, famous for its BBQ, jazz, and fountains. Discover a rich cultural scene, historic neighborhoods, and lively entertainment options...",10+ Havens,Top Destination,
USA,Missouri,St. Louis,"38.6270° N, 90.1994° W","Explore the iconic Gateway Arch and immerse yourself in St. Louis' rich history, thriving arts scene, and diverse neighborhoods. Experience the charm of this Mississippi River city...",10+ Havens,Top Destination,
USA,Missouri,The Ozarks,"37.1530° N, 92.2645° W","Uncover the natural wonders of the Ozarks, a region of scenic beauty, outdoor adventure, and charming small towns. Enjoy the tranquility of the lakes, rivers, and forests...",500+ Havens,Top Destination,
USA,Montana,,,"The home of Big Sky beckons with the natural wonders of Glacier National Park, Yellowstone, and world-renowned skiing. Find your haven in Montana, and watch the countryside stretch for miles...",1000+ Havens,4 Top Destinations,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3dldlNyeVFPYzJCZ05NNDhoY09Ta2cvYmRFSThXSS1GLVBnS2F4VHhsWjZxN3gtcVJRVV8zLXlKNFZyRFFoSzJhYW1rY3hSTFp0cEFUTjFhSFFDbFhGUFpOZmVxdG11Z2hvX3JPZm1UVjhIZ1drXzl3VFJDdzFIQ2xONVFpbDhMRVEvb3dKRThMYWp5alpFblR1OFVuZU5uTDBGLWpfTzJCUmhGYXBjYlI3RDdWNA=="
USA,Montana,Big Sky,"45.2850° N, 111.4012° W","Embrace the majesty of Big Sky, a premier mountain resort offering exceptional skiing, outdoor adventures, and breathtaking alpine views. Discover the ultimate mountain getaway...",500+ Havens,Top Destination,/images/Big Sky.jpg
USA,Montana,Bozeman,"45.6769° N, 111.0429° W","Experience the vibrant spirit of Bozeman, a thriving gateway to outdoor recreation, arts, and culture. Explore Yellowstone National Park, bustling downtown, and the stunning Gallatin Valley...",25+ Havens,Top Destination,
USA,Montana,Missoula,"46.8787° N, 113.9966° W","Delight in Missoula's eclectic charm, where the arts, outdoor recreation, and a lively downtown create a unique atmosphere. Uncover the beauty of the surrounding mountains and rivers...",5+ Havens,Top Destination,
USA,Montana,Whitefish,"48.4107° N, 114.3359° W","Escape to Whitefish, a picturesque mountain town offering year-round outdoor activities, a charming downtown, and access to Glacier National Park. Experience the beauty of Big Sky Country...",50+ Havens,Top Destination,
USA,Nebraska,,,"Discover a hidden gem in the home of the Huskers—state of the self-proclaimed “Good Life.” From the Sandhills sand dunes to quirky Carhenge, this Midwestern state offers treasures far and wide...",25+ Havens,1 Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3FHdEFrMmo2UG1rYXp3T0xSWXRKdHcvTzgyTFBjc0F6NG1ybmk0bjF0TTZ1bUJSc3JoNGVId01zdXZVLXpKX1dzR3VSQldHY1NjajkxT2FhREFhN2MzM2pnaWlDcldOTWlDUDZUbklSM2FFbEJoMzBsbFZlZzdXVkhGUEU4UFRpMlUvODBVaHNjODVtODVPRWc4WUw0eVlyTXpJVXBFSDVLRjZKZUhPV2s5MTdnSQ=="
USA,Nebraska,Omaha,"41.2565° N, 95.9345° W","Discover the Gateway to the West, experience a thriving arts and culinary scene, and explore the city's rich cultural heritage…",10+ Havens,Top Destination,
USA,Nevada,,,"After checking out a show in Vegas, discover another type of spectacle at the immense Hoover Dam. Outdoor types can venture to Death Valley or float on Lake Mead—either way, Nevada awaits exploration….",150+ Havens,2 Top Destinations,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL0NZb1lZMzhQN0tGbEM5b0RmTGlrcFEvZmhacE55NHIydDlwdU5fbGpfWFFwZnZ4MHlPRkhab0xsNVdfYUw2dG9LamNXOXJXS1ltUW1jMGs1WkV0OWh6RlJQVnAtMDhQWnZkOFdqdEJBRHFlLWZaSkdNTjhEMTBpcW9seVRuU1A0T1kvcWs2UEJtZTdjWnNUYnZXUFRyOGl4SGNIdFhQRGVDdlZWVWxnek9rMkdVQQ=="
USA,Nevada,Lake Tahoe (NV),"39.0968° N, 120.0324° W","Unwind on the shores of Lake Tahoe, a sparkling jewel nestled in the Sierra Nevada. Enjoy pristine beaches, world-class skiing, and endless outdoor adventures...",150+ Havens,Top Destination,/images/Lake Tahoe (Nevada).jpg
USA,Nevada,Las Vegas,"36.1699° N, 115.1398° W","Indulge in the glamour and non-stop excitement of Las Vegas, a dazzling city of world-class entertainment, over-the-top luxury, and unforgettable experiences...",25+ Havens,Top Destination,/images/Las Vegas.jpg
USA,New Hampshire,,,"Fiery autumn foliage, amber maple syrup, tax-free shopping—welcome to New Hampshire. In luxe lakeside retreats, cabins with Presidential views, or slopeside escapes, discover the Granite State’s rustic appeal…",500+ Havens,2 Top Destinations,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL2haY2RjTlFjR3ozMDhDaHFyYkZlbXcvdHd3ZkRuUUhsNXdOSm40aGR3OWZHMzhpcVozNjIzUzNqNzNXcmhnbmpGUFBKWHFmZWF1bkxCSGRheVRYTVpxdzJhSzJSWHZaZU51b1h1V3Q5dEtINWtNM2VPeV8xRHpKWTc0SEI4T0ZLWU1LRWpSSUpGcjJhcGFhYzU2TmpHakkvcVg5OEF4NjdMZXVMV2toSEc5QTFRMzR2M0ptSUpaRjZZNFppSXdmRno4Zw=="
USA,New Hampshire,Lakes Region,"43.6569° N, 71.5045° W","Unwind in the scenic beauty of New Hampshire's lakes, enjoy year-round outdoor activities, and embrace the serenity of lakefront living…",150+ Havens,Top Destination,
USA,New Hampshire,White Mountains,"44.0805° N, 71.4221° W","Experience breathtaking mountain landscapes, conquer scenic trails, and indulge in a range of outdoor adventures…",250+ Havens,Top Destination,
USA,New Jersey,,,"With more than 9,000 farms, the Garden State offers a multitude of pastoral getaways. And from the Shore’s boardwalks and casinos to Jersey City’s Big Apple views, urbanites can find their place too…",1500+ Havens,4 Top Destinations,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwLzhlcDNXQ2pzQlZxbXI2NmlEclNlNFEvODJ0YlFTQkYyRmJjdWRzTXJtU1RVYmF3bzlUNzJoUFliZmxreEpnR29CR0x0MEZmclhmUFdxVFBfTW9lM0FFcEFSNy1YRkxMOWd1UllXY1hZMmxBeXhOck02TFluZlprRkVRa194RG5SMG8vMHBtVGZfUXVEdFhJVzZJRmw4R3pYaWx6N1hLd3gwTmZ2OXFRMnRQMXZKOA=="
USA,New Jersey,Atlantic City,"39.3643° N, 74.4229° W","Experience the excitement of casino gaming, stroll the famous boardwalk, and relax on picturesque beaches…",50+ Havens,Top Destination,
USA,New Jersey,Hoboken,"40.7430° N, 74.0324° W","Discover stunning Manhattan views, indulge in a rich culinary scene, and appreciate the city's vibrant arts and waterfront parks…",5+ Havens,Top Destination,
USA,New Jersey,Jersey City,"40.7282° N, 74.0776° W","Explore a diverse city with exceptional dining, take in breathtaking skyline views, and visit the iconic Statue of Liberty…",,Top Destination,
USA,New Jersey,Ocean City (NJ),"39.2776° N, 74.5746° W","Embrace family-friendly fun, enjoy beautiful beaches, and experience the charm of a classic American boardwalk…",1000+ Havens,Top Destination,
USA,New Mexico,,,"After watching vibrant hot-air balloons float overhead, set your sights on New Mexico’s effervescent hot springs or seasoned culinary delights. The spice of life is surely found here...",1000+ Havens,2 Top Destinations,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3R5WkVWTklxTi1JN2s3dVh6SWxnamcvS1JYX3lvcEZXUXdkaVhXUl84dHRuSkM1NHR4S0g0Y3lfdVBNQU4xSHR2ZGxwYl9uMjdzREZ1MHdUblZFRlNvcWpvczhwbG12UUhJdE42eklWY1EzcDl4ZXg1SmtFNW5GWnpxcWxuUEtPVW9PQ1ZmSlIzY3RCbVVzV2xTajlnS0ovby1QN2J3bmlvUVBsQllJUHRmX2hyWU1YdmN3LXhjUkViVWhTWm8zSnp0UQ=="
USA,New Mexico,Santa Fe,"35.6870° N, 105.9378° W","Step into the vibrant culture of Santa Fe, a city of rich history, captivating art, and stunning landscapes. Explore the adobe architecture, diverse cuisine, and creative spirit of this desert gem...",250+ Havens,Top Destination,/images/Santa Fe.jpg
USA,New Mexico,Taos,"36.4072° N, 105.5731° W","Delve into the enchanting beauty of Taos, where ancient pueblo culture, a thriving arts scene, and the Sangre de Cristo Mountains create a unique atmosphere. Embrace the mystique...",150+ Havens,Top Destination,
USA,New York State,,,"From Broadway’s bright lights to Coopertown’s legends, the Empire State is full of surprises. Find your adventure skiing in the Adirondacks, wine tasting in the Finger Lakes, or sailing into Lake Ontario’s horizon….",1500+ Havens,10 Top Destinations,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL2dlS0h2d292UTJ0cW8wU29CRXdyeWcvZXlNMkZtRUs4cTl1Vk9EYTF0RXJndHdheUtVQ1EtbE0wT2g0aU5NSlZzUzBqSHRJcFBEeXBXeE83UzNBZTRoZGRVNVhjUlZ0a0NOTzNnUW5McTh5OUJvdW9ESWpqSnFwVFZuTlNIdmtYencvdzR0UmVmV2QyLXBZUW1KMFRzOEdqSElVa2xIcVFES1FmOEJuM0hkak1Ocw=="
USA,New York State,Capital-Saragota,"42.8142° N, 73.9396° W","Spanning 6 counties, this region combines the bustle of Albany with the wonder of nature. Pick a winner at Saratoga’s races, get a bird’s eye view in a hot air balloon, or hike the beckoning state park trails…",20+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL0o4TzI5MEMzRXR5QTZ2NHQycDdVYXcvenFqR19Zc18yLVFJMHhCaDJiTXRZTkZSYVRtQXNSX3d5b1dVMG15VVhPRkNUc0NhUzEwYU55VXJEV3pKLWoydEJZYzRVcjQza2lGUEtnRnE3WXd6LTlNY0IxSUt4aVBUUWhYVnFLWFl6NUp3Mi1aSDRDX2M5Q3Q0bDZzRHZ5ZkUvenFuWFUwYXVyNEpzV3U2dnBRcHJrRE1IWi1PTDNaWVBhTVNMTm9ScThTTQ=="
